"FilingID","ReferenceID","SubreferenceID","Foreign  
Regulatory Authority"
"895354","6132","1806","Cayman Islands - Cayman Islands Monetary Authority"
"895354","73098","32368","Cayman Islands - Cayman Islands Monetary Authority"
"904889","59226","11947","Cayman Islands - Cayman Islands Monetary Authority"
"904786","31905","12340","Cayman Islands - Cayman Islands Monetary Authority"
"904789","31905","12340","Cayman Islands - Cayman Islands Monetary Authority"
"904821","19076","3749","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"904889","29033","5311","Cayman Islands - Cayman Islands Monetary Authority"
"904889","70264","18367","Cayman Islands - Cayman Islands Monetary Authority"
"889836","53932","12631","Cayman Islands - Cayman Islands Monetary Authority"
"889836","47700","12635","Cayman Islands - Cayman Islands Monetary Authority"
"891792","8491","2213","British Virgin Islands - British Virgin Islands Financial Services Commission"
"899725","29427","5357","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"899725","29427","5359","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"882921","35770","6614","Cayman Islands - Cayman Islands Monetary Authority"
"882921","34958","6572","Cayman Islands - Cayman Islands Monetary Authority"
"882921","34958","6576","Cayman Islands - Cayman Islands Monetary Authority"
"879263","54922","10837","Other  
- CAYMAN ISLANDS / CAYMAN ISLANDS MONETARY AUTHORITY"
"888310","5836","1819","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890316","46749","12083","Cayman Islands - Cayman Islands Monetary Authority"
"897994","25752","4784","Cayman Islands - Cayman Islands Monetary Authority"
"871625","23927","5347","British Virgin Islands - British Virgin Islands Financial Services Commission"
"900421","2511","1261","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900314","3780","1409","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"877325","14512","3087","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"903219","51945","10014","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51957","10016","Cayman Islands - Cayman Islands Monetary Authority"
"903219","20547","5011","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51697","9931","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51789","9969","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51789","9970","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51789","9971","Cayman Islands - Cayman Islands Monetary Authority"
"903219","20666","9966","Cayman Islands - Cayman Islands Monetary Authority"
"903219","20666","9966","Ireland -  Central Bank of Ireland"
"903219","20666","9966","United Kingdom - Financial Conduct Authority"
"903219","51789","9973","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51789","9974","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51789","9975","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51789","9976","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51789","9978","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51789","9980","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51789","9983","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51789","9985","Cayman Islands - Cayman Islands Monetary Authority"
"903219","51824","9997","Cayman Islands - Cayman Islands Monetary Authority"
"893554","5612","1691","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"874536","48327","8896","Cayman Islands - Cayman Islands Monetary Authority"
"887347","55457","10933","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"880440","3210","9281","Other  
- CIMA - CAYMAN ISLANDS MONETARY AUTHORITY"
"881108","39883","7296","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"881108","39909","7306","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889025","29160","12716","Cayman Islands - Cayman Islands Monetary Authority"
"898834","5002","2440","Cayman Islands - Cayman Islands Monetary Authority"
"898834","4621","2448","Cayman Islands - Cayman Islands Monetary Authority"
"889282","7175","2006","Cayman Islands - Cayman Islands Monetary Authority"
"889282","7175","2007","Cayman Islands - Cayman Islands Monetary Authority"
"889282","7175","2008","Cayman Islands - Cayman Islands Monetary Authority"
"889282","7349","2224","Cayman Islands - Cayman Islands Monetary Authority"
"889282","7349","2225","Cayman Islands - Cayman Islands Monetary Authority"
"889282","8738","2255","Cayman Islands - Cayman Islands Monetary Authority"
"889282","7175","2975","Cayman Islands - Cayman Islands Monetary Authority"
"895597","32948","6056","Cayman Islands - Cayman Islands Monetary Authority"
"884547","25550","4703","Cayman Islands - Cayman Islands Monetary Authority"
"865067","60593","12242","Cayman Islands - Cayman Islands Monetary Authority"
"887822","58238","11752","Cayman Islands - Cayman Islands Monetary Authority"
"891815","3461","1511","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891815","3462","1430","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891815","2293","1423","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900705","46753","8469","Cayman Islands - Cayman Islands Monetary Authority"
"889612","47228","8616","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889612","47229","8619","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889612","47232","8610","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892463","13108","2815","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892463","13151","2817","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892463","13165","2821","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891952","4659","1548","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"895426","13130","2810","Cayman Islands - Cayman Islands Monetary Authority"
"894808","41582","7534","Other  
- NONE"
"894808","41582","7536","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"898578","18918","12455","Cayman Islands - Cayman Islands Monetary Authority"
"898578","18944","12457","Cayman Islands - Cayman Islands Monetary Authority"
"898578","18902","12460","Cayman Islands - Cayman Islands Monetary Authority"
"898578","18953","12462","Cayman Islands - Cayman Islands Monetary Authority"
"898578","18937","12464","Cayman Islands - Cayman Islands Monetary Authority"
"898578","18951","12466","Cayman Islands - Cayman Islands Monetary Authority"
"898578","75310","45370","Cayman Islands - Cayman Islands Monetary Authority"
"900728","54596","12748","Cayman Islands - Cayman Islands Monetary Authority"
"900728","54596","10750","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"885012","56371","11152","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"879628","16775","6457","Other  
- CAYMAN ISLANDS MONETARY AGENCY"
"889343","9046","2311","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"889343","9119","2315","Other  
- CAYMAN ISLANDS, CAYMAN ISLANDS MONETARY AUTHORITY"
"870243","45849","8908","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"874213","55207","12021","Bermuda - Bermuda Monetary Authority"
"874213","55207","11456","Bermuda - Bermuda Monetary Authority"
"896950","25036","4635","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"896950","24953","4619","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"896950","25011","4630","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"895861","2252","1201","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"882308","22501","4469","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"882308","22501","4470","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891253","37988","7030","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891253","38029","7037","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891253","38029","7036","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891253","38119","7066","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"897493","15171","3157","Cayman Islands - Cayman Islands Monetary Authority"
"897493","15217","3158","Cayman Islands - Cayman Islands Monetary Authority"
"897493","15251","3159","Cayman Islands - Cayman Islands Monetary Authority"
"897493","14529","3149","Cayman Islands - Cayman Islands Monetary Authority"
"860139","3270","1483","Other  
- NA"
"860139","3271","1486","Other  
- NA"
"876908","65428","13584","Cayman Islands - Cayman Islands Monetary Authority"
"892327","5086","1615","Cayman Islands - Cayman Islands Monetary Authority"
"892327","5101","1617","Cayman Islands - Cayman Islands Monetary Authority"
"892327","5216","1631","Cayman Islands - Cayman Islands Monetary Authority"
"887018","69525","14276","Cayman Islands - Cayman Islands Monetary Authority"
"877584","55498","10964","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"899580","3743","1424","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887901","73015","31369","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"887901","73008","31366","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"887901","73020","31375","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"899364","20415","3979","Other  
- CAYMAN ISLAND MONETARY AUTHORITY (CIMA)"
"905067","13832","13257","Cayman Islands - Cayman Islands Monetary Authority"
"889661","17786","3505","Singapore - Monetary Authority of Singapore"
"889977","43047","7768","Cayman Islands - Cayman Islands Monetary Authority"
"882653","66112","13516","Cayman Islands - Cayman Islands Monetary Authority"
"882653","66123","13519","Cayman Islands - Cayman Islands Monetary Authority"
"882653","66178","13535","Cayman Islands - Cayman Islands Monetary Authority"
"904867","55394","10920","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"904867","55394","12181","Cayman Islands - Cayman Islands Monetary Authority"
"904867","58795","12182","Cayman Islands - Cayman Islands Monetary Authority"
"895250","23687","4419","Cayman Islands - Cayman Islands Monetary Authority"
"904799","27587","5085","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"895178","37756","7000","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"871391","1065","1031","Cayman Islands - Cayman Islands Monetary Authority"
"871391","1070","1033","Cayman Islands - Cayman Islands Monetary Authority"
"871391","1065","13989","Cayman Islands - Cayman Islands Monetary Authority"
"881143","58856","26366","United Kingdom - Financial Conduct Authority"
"881143","58856","26372","United Kingdom - Financial Conduct Authority"
"881143","58856","26369","United Kingdom - Financial Conduct Authority"
"881143","58856","26371","United Kingdom - Financial Conduct Authority"
"881143","41546","7578","United Kingdom - Financial Conduct Authority"
"881143","36314","7560","United Kingdom - Financial Conduct Authority"
"881143","49593","9140","United Kingdom - Financial Conduct Authority"
"881143","49593","9141","United Kingdom - Financial Conduct Authority"
"876094","32065","5876","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"879488","1447","1240","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"879488","53432","10487","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"899524","6765","8301","British Virgin Islands - British Virgin Islands Financial Services Commission"
"899524","61361","12421","British Virgin Islands - British Virgin Islands Financial Services Commission"
"899072","67461","13815","Guernsey - Guernsey Financial Services Commission"
"899072","67461","13814","Cayman Islands - Cayman Islands Monetary Authority"
"899072","67462","13818","Cayman Islands - Cayman Islands Monetary Authority"
"896454","73885","39374","Cayman Islands - Cayman Islands Monetary Authority"
"898302","30586","5579","Cayman Islands - Cayman Islands Monetary Authority"
"898302","53272","10432","Cayman Islands - Cayman Islands Monetary Authority"
"887990","6285","1864","Cayman Islands - Cayman Islands Monetary Authority"
"876916","4028","1437","Cayman Islands - Cayman Islands Monetary Authority"
"876916","68256","13950","Cayman Islands - Cayman Islands Monetary Authority"
"886576","63866","12955","Cayman Islands - Cayman Islands Monetary Authority"
"886151","4894","1598","Cayman Islands - Cayman Islands Monetary Authority"
"867365","55725","13874","Cayman Islands - Cayman Islands Monetary Authority"
"883556","58423","11782","Cayman Islands - Cayman Islands Monetary Authority"
"885270","5628","1709","Other  
- CAYMAN ISLANDS - CIMA"
"883727","70183","14357","Cayman Islands - Cayman Islands Monetary Authority"
"879751","61508","12471","Cayman Islands - Cayman Islands Monetary Authority"
"879726","16005","3239","British Virgin Islands - British Virgin Islands Financial Services Commission"
"864426","20310","3958","Other  
- SUPERINTENDENCIA DE BANCOS Y SEGUROS (SBS)"
"900324","11595","2680","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"899632","50416","9399","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CIMA"
"892276","19549","4114","British Virgin Islands - British Virgin Islands Financial Services Commission"
"892276","19557","4119","British Virgin Islands - British Virgin Islands Financial Services Commission"
"892276","18662","4137","British Virgin Islands - British Virgin Islands Financial Services Commission"
"892276","19518","4161","British Virgin Islands - British Virgin Islands Financial Services Commission"
"892276","19178","4192","British Virgin Islands - British Virgin Islands Financial Services Commission"
"892276","49849","9207","British Virgin Islands - British Virgin Islands Financial Services Commission"
"886394","54859","10828","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"904618","67070","13733","Cayman Islands - Cayman Islands Monetary Authority"
"904618","39047","7178","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CIMA"
"895714","2052","1160","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"895714","2054","1163","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"895714","58876","11880","Cayman Islands - Cayman Islands Monetary Authority"
"885466","7989","2625","British Virgin Islands - British Virgin Islands Financial Services Commission"
"885466","7981","2627","British Virgin Islands - British Virgin Islands Financial Services Commission"
"885466","68845","14081","British Virgin Islands - British Virgin Islands Financial Services Commission"
"902758","45579","8220","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902758","45579","8222","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902758","55706","10998","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902758","55706","10999","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902642","27815","10409","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902642","27815","10410","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894422","30575","6817","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894422","72722","27382","Cayman Islands - Cayman Islands Monetary Authority"
"904827","64934","13246","Cayman Islands - Cayman Islands Monetary Authority"
"888669","16274","3276","British Virgin Islands - British Virgin Islands Financial Services Commission"
"890976","13625","2920","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890976","13625","2921","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892697","61022","12347","Bermuda - Bermuda Monetary Authority"
"892697","29875","5425","Bermuda - Bermuda Monetary Authority"
"892697","29897","5434","Bermuda - Bermuda Monetary Authority"
"892697","77505","59364","Bermuda - Bermuda Monetary Authority"
"863988","33336","13973","Other  
- US"
"863988","33401","13974","Other  
- USA"
"863988","35477","14205","Cayman Islands - Cayman Islands Monetary Authority"
"863988","35477","14206","Cayman Islands - Cayman Islands Monetary Authority"
"863988","35477","14207","Cayman Islands - Cayman Islands Monetary Authority"
"863988","35477","14208","Cayman Islands - Cayman Islands Monetary Authority"
"863988","35477","14209","Cayman Islands - Cayman Islands Monetary Authority"
"863988","35477","14211","Cayman Islands - Cayman Islands Monetary Authority"
"893051","38453","7112","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"896537","24474","4794","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889411","47265","8640","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889411","47265","8639","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890779","6943","1962","Cayman Islands - Cayman Islands Monetary Authority"
"894132","29610","5386","Cayman Islands - Cayman Islands Monetary Authority"
"894132","25839","4755","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894132","66878","13693","Cayman Islands - Cayman Islands Monetary Authority"
"894132","72695","27378","Cayman Islands - Cayman Islands Monetary Authority"
